1.017,0.61,0.183,2.096,-1.79,-0.244,-0.61,-3.245,-2.787,-1.811,-10.162,-0.559,-0.437,-8.138,-8.616,-0.844,-1.628,-1.699,-4.72,-1.882,-0.763,-1.638
-0.448,-5.249,-1.282,-3.764,-2.279,0.244,-0.122,-3.245,-0.834,-1.811,-3.815,-0.559,0.539,0.163,-6.663,0.132,0.814,-1.211,-8.138,-3.835,-1.251,-2.126
-3.377,-8.667,-6.165,-8.647,-2.767,0.244,0.366,-2.268,1.119,-1.811,-0.885,-0.071,0.539,7.487,-2.757,1.597,0.814,0.254,-7.65,1.536,-1.251,-1.638
-7.284,-8.179,-11.047,-12.065,-2.767,0.244,0.366,-1.292,1.119,-1.811,-2.35,0.417,0.051,10.417,-0.804,4.038,2.767,-3.652,2.604,-5.788,-1.251,-1.638
-9.237,-5.737,-11.047,-12.553,-2.279,0.244,0.366,-0.804,-0.834,-1.322,-4.303,0.417,-0.437,6.999,-2.757,5.503,1.302,-0.722,6.022,-4.323,-0.763,-1.149
-8.748,-3.784,-6.653,-11.088,-1.302,0.732,-0.122,-0.804,-2.787,-1.811,-3.815,0.417,-0.437,1.628,-8.128,5.503,-3.092,7.579,-5.208,5.931,-0.763,-1.149
-6.795,-4.272,-2.258,-6.694,0.163,0.732,0.366,-0.804,-2.787,-2.787,-0.397,-0.071,0.539,-2.279,-12.034,4.038,-0.651,3.184,-0.326,-1.394,-0.763,-1.638
-4.842,-6.226,-0.793,-2.787,0.651,-0.732,0.366,-0.804,-2.299,-3.764,3.021,-0.559,1.027,-2.767,-10.569,2.574,0.326,-2.187,-4.72,-0.905,-0.275,-2.126
-4.354,-7.69,-3.723,0.142,-0.814,-2.686,-0.61,-1.292,-2.299,-3.764,2.533,-1.048,1.027,-1.79,-5.198,3.55,0.814,1.231,-0.326,3.489,-0.275,-1.638
-3.866,-6.226,-9.094,0.631,-3.255,-4.15,-2.075,-0.804,-3.764,-2.787,-2.838,-0.559,-0.437,-3.255,1.638,5.992,-3.092,2.696,-11.068,9.349,0.214,-0.661
-4.354,-3.296,-12.512,0.142,-6.185,-5.127,-3.54,0.173,-6.205,-1.322,-9.186,-0.559,-2.391,-8.626,5.056,7.945,2.279,-2.675,-3.255,-5.788,0.214,0.315
-4.354,-1.831,-12.024,0.142,-8.138,-4.639,-4.517,0.173,-7.67,0.142,-11.627,-0.071,-3.367,-15.951,2.614,5.992,1.79,1.231,1.628,1.536,-0.275,1.292
-5.33,-3.296,-9.094,0.631,-7.65,-3.662,-4.517,-0.804,-6.205,0.631,-6.744,-0.071,-2.879,-21.81,-2.757,2.085,9.115,-2.187,15.788,-2.858,-0.763,1.292
-6.307,-5.737,-6.653,-0.346,-5.208,-2.686,-3.052,-2.268,-2.299,0.142,1.556,-0.559,-0.437,-21.322,-6.663,0.132,1.302,0.743,6.022,-0.905,-0.763,1.292
-6.795,-6.226,-5.676,-4.252,-2.279,-1.709,-2.075,-4.222,2.096,-1.322,6.439,-1.048,2.004,-12.533,-7.151,2.574,1.79,7.579,-3.255,7.395,-0.275,0.804
-5.819,-2.319,-5.188,-7.67,0.163,-0.732,-1.099,-5.198,4.049,-2.787,3.021,-1.536,2.492,1.139,-4.71,7.456,1.79,-1.211,-1.302,3.977,0.702,0.315
-3.866,2.563,-3.235,-7.67,0.651,-0.244,-1.099,-5.686,3.072,-2.787,-6.256,-2.024,1.516,16.276,-2.268,9.898,2.767,-0.234,1.628,-0.417,2.167,0.804
-1.912,5.005,-0.305,-1.811,-0.326,0.244,-2.075,-4.71,-0.346,-1.811,-14.557,-2.024,0.051,25.065,-1.78,6.968,1.302,2.207,-0.326,2.513,2.655,1.292
-0.448,3.54,2.136,6.49,-1.79,-0.244,-2.563,-2.757,-2.787,0.142,-16.51,-1.536,-1.414,23.6,-3.245,3.062,-0.651,2.207,-11.068,3.977,2.655,1.78
-0.936,-1.343,1.16,10.396,-2.767,-1.709,-3.54,-1.78,-3.276,1.607,-10.651,-1.048,-0.926,13.346,-4.71,2.085,2.767,1.719,-8.138,-1.882,2.167,1.78
-2.401,-5.249,-3.235,5.514,-3.255,-3.174,-4.028,-1.292,-1.811,2.096,-2.838,-1.048,-0.437,0.651,-5.198,7.945,-1.628,3.672,-0.326,1.536,1.19,1.292
-3.377,-6.226,-8.118,-5.717,-3.255,-4.15,-4.028,-1.292,-1.322,1.607,3.021,-1.536,-0.437,-8.626,-4.222,16.246,2.767,2.207,6.999,-0.905,0.214,1.292
-2.889,-4.272,-9.583,-14.994,-2.279,-4.639,-4.028,-1.78,-2.299,0.142,3.998,-1.536,-0.437,-10.091,-2.757,20.64,1.79,0.254,-1.79,-2.37,-0.275,1.78
-1.912,-2.319,-5.676,-15.483,-1.79,-4.15,-4.028,-1.292,-3.764,-0.834,2.533,-1.048,-1.414,-6.673,-2.268,17.71,2.279,-1.699,-2.767,-5.3,-0.275,1.78
-0.448,-3.296,0.183,-8.158,-1.302,-3.174,-4.028,-0.315,-4.74,-1.322,1.068,-0.559,-1.414,-2.279,-1.78,9.898,-3.092,5.137,-7.65,7.395,-0.275,1.78
0.041,-5.737,4.089,0.631,-1.79,-2.686,-3.052,0.661,-3.764,-1.811,-0.885,-0.071,-0.926,-1.302,-2.268,3.062,-1.628,-0.234,2.116,1.048,-0.275,1.78
-0.448,-6.226,3.113,3.56,-2.767,-2.686,-3.052,-0.315,-2.299,-2.787,-4.303,-0.071,-0.926,-3.743,-3.733,1.597,-3.581,2.207,-5.697,2.513,-0.275,0.804
-0.936,-2.319,-1.282,1.119,-2.767,-1.709,-2.563,-2.268,-1.322,-3.276,-8.209,-0.559,-0.926,-6.673,-5.686,3.55,-2.604,-0.234,-5.697,-4.812,-0.275,0.315
-0.936,4.028,-5.188,-2.299,-2.767,-0.732,-2.563,-4.222,-2.299,-3.764,-11.139,-1.048,-1.414,-5.697,-6.663,5.992,2.767,-0.234,6.51,-3.347,-0.275,-0.173
-0.448,8.423,-5.676,-0.834,-1.79,1.709,-2.075,-3.733,-3.276,-1.811,-9.186,-1.048,-1.414,-1.302,-7.151,5.992,3.255,-4.628,0.163,-8.23,-0.275,-0.173
0.529,6.47,-3.235,4.049,-0.814,3.174,-1.099,-1.78,-3.764,0.631,-3.815,-0.071,-1.414,4.557,-6.175,5.015,-1.628,0.743,-5.697,-2.37,-1.251,0.315
0.529,-0.366,-1.282,8.443,-0.814,3.174,-0.61,0.661,-2.299,2.096,2.533,1.394,-0.437,7.975,-4.222,4.038,2.767,-3.164,-3.255,-7.741,-2.716,-0.173
-0.448,-7.202,-2.747,6.978,-1.302,2.686,0.366,2.614,-0.346,1.607,6.927,2.37,0.539,5.046,-3.245,5.015,-0.651,-0.234,-9.603,-1.882,-3.204,-0.661
-0.936,-8.667,-6.653,-0.346,-1.302,1.221,0.854,2.614,2.096,-0.834,6.927,2.37,1.516,-3.255,-2.757,6.48,5.208,-3.652,-7.161,-10.183,-3.204,-1.149
-0.936,-4.272,-9.583,-10.111,0.163,1.221,1.831,1.638,3.072,-3.764,5.463,1.882,2.492,-13.509,-3.733,7.945,-6.51,1.719,-0.814,0.071,-2.228,-2.126
1.017,2.075,-7.141,-15.971,3.092,2.197,3.296,1.638,4.049,-5.229,2.533,1.394,3.469,-19.368,-5.686,10.386,-3.581,3.184,-4.232,3.489,-1.251,-2.126
2.97,5.981,-0.793,-15.483,6.022,3.662,5.249,3.103,4.049,-3.764,-1.373,1.882,3.957,-18.392,-7.151,13.804,-5.534,0.743,-13.509,-3.835,-1.74,-2.614
4.435,5.981,6.042,-10.6,7.975,4.639,6.226,5.056,4.049,-1.811,-6.744,3.347,3.469,-10.579,-8.616,17.222,-5.046,6.114,-7.161,2.513,-3.204,-2.614
4.924,5.005,7.996,-3.276,6.999,5.127,6.714,6.032,2.584,0.142,-12.604,4.812,2.492,-1.79,-9.104,16.734,-2.604,-2.187,-11.068,-16.53,-4.669,-2.614
4.435,5.005,3.601,4.049,4.557,5.127,6.226,5.056,0.142,0.631,-15.045,5.3,1.516,4.069,-9.104,11.363,-2.604,-3.164,-12.533,-9.694,-6.134,-2.614
3.947,6.958,-3.235,10.396,2.116,5.127,5.737,4.079,-1.811,0.142,-11.627,5.788,0.539,4.069,-8.128,3.062,-2.116,-2.187,-7.161,-10.183,-6.622,-2.126
3.459,7.446,-8.606,13.326,1.628,6.592,5.737,3.591,-1.322,0.142,-4.303,5.3,0.539,-0.814,-7.64,-2.797,-0.163,-0.722,-1.79,-7.741,-6.134,-2.126
2.482,4.517,-9.094,9.908,2.604,8.545,7.202,4.079,0.631,0.142,1.556,5.3,1.516,-8.138,-8.128,-2.309,-4.557,-5.605,-11.068,-9.694,-6.134,-2.614
2.482,-1.343,-5.676,3.072,4.557,10.01,8.179,5.056,4.049,0.142,2.533,5.788,2.981,-14.486,-9.104,3.55,-8.464,0.254,-6.673,-7.741,-5.646,-3.103
2.97,-5.737,-2.258,-2.787,6.51,9.521,9.155,5.544,5.514,-0.346,-0.885,5.788,3.957,-17.904,-9.593,9.41,-2.604,-2.187,-14.974,-7.741,-6.134,-3.591
3.947,-5.249,-0.793,-4.252,6.51,7.08,8.667,5.056,5.025,-0.834,-3.815,5.3,4.445,-17.904,-8.128,11.363,-5.046,-0.234,-10.091,-6.765,-6.134,-4.079
3.459,0.122,-1.77,-0.834,5.046,4.639,7.69,4.567,3.072,-1.811,-1.862,5.3,3.469,-14.974,-6.175,7.456,-6.51,0.254,-13.509,-8.23,-6.134,-4.079
1.994,5.981,-3.235,2.096,3.581,3.662,6.714,4.567,1.607,-1.811,3.51,4.812,3.469,-9.603,-5.198,2.574,-4.557,-0.722,-11.068,-3.835,-6.134,-3.591
0.041,7.935,-3.723,0.631,3.092,3.662,6.226,5.056,2.096,-1.322,8.392,4.812,2.492,-4.72,-6.663,0.621,-3.581,4.649,-11.068,3.489,-6.622,-2.614
-0.936,5.493,-3.235,-4.252,4.069,5.127,7.202,5.056,3.072,-0.834,6.927,5.3,2.492,-2.279,-11.058,3.062,-1.628,-0.234,-2.279,0.071,-7.111,-2.126
-0.936,1.099,-1.282,-7.182,6.022,6.592,8.667,4.567,4.537,-0.834,0.092,5.788,2.492,-2.767,-14.964,7.456,-5.534,1.719,-12.533,-9.206,-7.111,-2.126
0.529,-1.343,0.671,-4.74,6.999,6.104,9.155,4.079,4.049,-1.322,-8.698,6.276,2.492,-5.208,-16.429,8.433,-8.952,6.114,-18.88,-2.858,-7.111,-2.614
1.506,-0.854,1.648,2.096,6.51,5.127,8.667,3.591,2.096,-1.322,-14.069,6.276,2.492,-6.185,-13.987,5.015,-4.069,-6.582,-7.161,-10.671,-6.134,-2.614
0.529,0.61,0.183,5.514,4.069,3.662,7.69,3.103,1.119,-1.322,-13.092,5.788,1.516,-4.72,-10.081,0.621,-3.581,-0.722,-10.091,-8.23,-5.646,-2.126
-1.912,0.61,-3.235,0.631,1.628,3.662,6.226,2.614,0.631,-1.811,-8.209,5.3,1.516,-0.814,-7.151,-1.821,-5.534,-1.211,-2.279,-5.788,-5.157,-1.638
-4.354,-2.319,-7.629,-10.6,-0.326,4.639,4.761,1.149,0.631,-3.276,-3.326,4.323,1.027,1.628,-7.64,0.132,-5.534,0.743,-13.997,-2.858,-5.157,-1.638
-5.819,-6.226,-10.559,-19.389,-1.79,5.615,3.296,-0.804,-0.834,-4.74,-2.35,3.347,0.539,-1.302,-11.058,4.038,-7.975,2.207,-24.251,-7.741,-5.646,-2.126
-6.307,-9.155,-12.024,-17.924,-1.79,4.639,2.808,-1.78,-2.787,-5.229,-3.815,2.858,-0.437,-8.626,-14.476,5.015,-6.51,2.696,-14.974,-3.347,-6.622,-2.614
-6.307,-9.644,-10.559,-6.205,-1.79,2.686,2.808,-0.315,-4.252,-4.252,-5.28,3.347,-0.926,-15.462,-15.452,1.597,-4.069,-3.164,-13.509,-11.648,-6.622,-3.103
-6.307,-9.155,-8.606,6.49,-0.814,1.709,3.784,3.103,-3.764,-1.811,-4.303,4.812,-0.437,-17.415,-13.499,-4.751,-2.604,-2.187,-1.79,-8.718,-6.134,-3.103
-5.819,-6.714,-6.165,9.908,0.651,2.197,5.249,7.009,-0.834,0.631,-0.885,5.3,1.027,-13.997,-10.569,-8.169,-1.139,1.719,-11.556,1.048,-6.134,-2.614
-3.866,-4.272,-5.188,3.072,2.604,4.15,6.714,8.962,2.584,1.119,2.045,5.788,2.492,-9.603,-10.081,-4.751,1.302,-5.117,-9.115,-17.019,-6.134,-2.126
-1.424,-1.343,-5.188,-8.158,4.069,6.104,7.202,7.985,5.025,0.142,1.556,5.788,2.492,-8.138,-13.011,3.55,-4.069,-0.722,-3.255,-10.671,-6.622,-2.614
0.041,1.587,-5.676,-13.529,4.069,6.104,6.714,4.079,5.025,-2.299,-2.838,4.812,2.004,-11.556,-16.917,10.874,-4.557,1.719,-11.068,-5.788,-7.111,-3.103
-0.936,3.54,-7.141,-10.111,2.604,3.662,5.249,0.173,3.56,-4.74,-8.209,3.347,1.516,-16.439,-18.382,12.339,-3.581,5.137,-9.115,1.536,-6.622,-4.079
-3.866,3.54,-8.606,-1.811,1.139,1.221,4.272,-1.78,2.096,-6.694,-12.115,2.37,1.516,-17.904,-14.964,7.456,2.279,-1.699,-12.044,-5.788,-5.157,-4.567
-6.307,1.587,-10.071,3.56,0.651,1.709,4.272,-1.292,1.119,-5.229,-12.115,2.37,2.004,-14.974,-9.104,0.621,-2.604,-1.211,-5.697,-6.765,-4.181,-4.079
-6.795,-1.831,-9.583,1.119,2.116,4.15,5.249,0.661,1.607,-4.74,-9.186,2.858,2.004,-9.603,-4.71,-3.774,-4.557,-0.234,-5.208,-7.253,-3.204,-3.591
-5.33,-4.761,-7.141,-6.205,4.069,7.568,6.226,3.103,1.607,-3.276,-6.256,3.347,2.004,-4.72,-3.733,-2.309,-2.604,-0.234,-4.232,-4.812,-3.693,-2.614
-2.889,-6.714,-4.211,-13.529,4.557,9.033,6.714,4.567,1.119,-1.811,-4.303,4.323,1.516,-2.279,-7.151,3.55,-3.092,1.231,-4.232,-3.835,-5.157,-2.614
-0.936,-7.202,-1.282,-15.483,3.581,7.568,6.226,5.056,0.631,-0.834,-3.815,4.323,0.539,-1.302,-11.546,8.921,-5.534,0.743,-11.068,-4.812,-5.646,-2.614
-0.936,-6.714,0.671,-12.553,1.628,5.127,5.249,5.056,1.119,0.142,-2.838,4.323,1.027,-0.326,-13.499,11.363,-4.557,-1.211,-13.509,-7.253,-5.646,-3.103
-1.424,-4.761,0.183,-5.717,0.651,3.174,4.761,5.544,1.607,0.631,-0.885,3.835,1.516,0.163,-12.034,9.898,-4.557,-1.211,-7.161,-3.347,-4.669,-3.103
-0.936,-2.319,-1.77,0.631,1.139,3.174,5.249,6.032,2.096,0.631,1.068,3.835,2.004,-1.79,-8.616,6.968,-5.534,-0.234,-17.415,-4.812,-4.181,-3.103
-0.448,0.122,-4.211,5.514,3.092,3.662,5.737,5.056,1.119,0.631,1.068,3.835,2.004,-5.697,-6.663,5.503,-1.139,-0.722,-6.185,-3.347,-4.669,-3.103
0.529,1.587,-5.676,7.955,4.069,3.174,5.249,2.614,-0.834,-0.346,-1.862,3.347,1.516,-8.626,-7.151,6.48,-2.116,-0.234,-4.232,-4.812,-5.157,-3.103
-0.448,2.075,-8.118,8.443,3.092,1.221,3.784,-0.315,-2.299,-0.834,-4.791,2.858,0.539,-9.603,-9.593,8.921,-0.651,2.696,-1.302,-3.347,-5.646,-3.103
-2.889,1.587,-10.071,5.514,0.651,-2.197,1.831,-3.245,-2.299,-2.299,-6.744,1.882,-0.437,-8.138,-13.011,10.386,-3.581,4.161,-6.673,-6.276,-5.157,-2.614
-6.307,-1.343,-10.559,1.119,-2.279,-4.639,0.366,-3.733,-0.834,-2.787,-5.768,0.905,-0.437,-6.185,-14.476,9.41,1.302,-5.605,-2.279,-9.206,-4.181,-2.126
-8.26,-4.761,-10.071,-4.252,-2.767,-4.639,0.366,-1.78,0.631,-3.276,-2.838,0.905,0.539,-6.185,-13.011,6.48,-4.069,2.207,-12.044,-6.765,-3.204,-2.126
